text,label
I fancy Kevin Clifton from strictly come dancing so much but he's now married :( whyyyyy,negative
65% digital sales.. having a bad feeling :(,negative
@5SOS_FAHUpdates thank you :) im glad to be a part of it!,positive
@nickjdrake Boo on both counts :-(,negative
I'm gonna get high blood pressure one day lol I'm eating too much unhealthy food :( http://t.co/6i0NhiKivf,negative
I'll be so sad if there's nothing tonight :(,negative
@bethisbest01 @styleswavy same same 😞 :(,negative
I'm still so upset about my hair... :(,negative
"Dum Dum Andar - Ram Sampath, Sona Mohapatra &amp; Samantha Edwards Mein Tulane to razi razi, Wah! That's Josh :) http://t.co/ul8MARDfhm",positive
@AshDawson147 @snookerfanatic @SnookerSnaps @Guillemenorca @snookermylove @SnookerFamily @SexySnooker @GrandSnookerFan Thanks Ash! :),positive
Ken Saras. Waiting for my sister. She was in accident. So poor :( https://t.co/44TvKaVDCJ,negative
@GuyLongworth yours too :)),positive
@katsuzie yes :-) since 12th. How are things with you?,positive
Nobody said it was easy :(,negative
Thanks for the follow and back at ya :) @DANCEFORCE3,positive
Yoohoo! Shattering all records #BajrangiBhaijaanStorm #SuperHappy :D http://t.co/wQSegYjWil,positive
"Why the most Gorgeous, sexy, hot, amazing angel  @angelcandice  aren’t still shooting in Rome?  @victoriassecret :(",negative
@IKILLSNOW okay :(((((,negative
Best night of my life!!!:),positive
"""I know you said this is Michael Jackson, but this is obviously a little boy"" - my little brother while listening to a Jackson 5 song :(",negative
@thatothegreat I Don't Know :),positive
@SophiaDelPizzo it's my office today :),positive
"@GBiebs17 FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :(",negative
MY kik - abligaverins7 #kik #hornykik #photooftheday #kikchat #likeforlike #indiemusic #sexygirlbypreciouslemmy :( http://t.co/gNb5NvMtUC,negative
"@jessicarios468 FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :(",negative
@GHilalCelik evet :-(,negative
@DC_krystal94 really? Not on the 18th?? Kk i'm still not ready for school! :(,negative
@EmilyBett wishing you a happy birthday have an awesome fun filled day :D,positive
@Hardlydan @Amras89 me to god damn you bethesda!!! Im gonna have no money after fallout 4 :(,negative
@RK1610IsMe Hai Rajeev..hope u r hvng a funfilled friday.It ws realy amazing to c diff side of Kabir.Fell in luv with u again :) A smile pls,positive
"i miss my king,future,boss, and RAIN :( http://t.co/RZTM0VKIlM",negative
I need to find a boy that loves fireball just as much as I do :),positive
@FranchiSeedsUK beautiful :) got blackfly on my courgette flowers this year .. any ideas? hopefully it wont affect the fruit,positive
@AdaptsTheGod but duo we both dropped double digits :( TWICE,negative
@ta_radio1035 @prillybie ok... sering2 play yah min.. HAHA :)),positive
i had steak a lot when i was younger and the fat makes me g*g :(,negative
@thalasalupa orayt! rock and roll to the world! :D,positive
Why the hell insta is not working :((,negative
@luhanqutie follow back me pleasse :),positive
@gpeasey @brayden_jh42 @Drake_Heuertz learn how to spell ::)),positive
@TheOnion @ChoKyungHoon82 not a single untruth here :(,negative
"@vineshpomal LOL. Come join us ... See u in around 14 hours if u leave now, without delays. :)",positive
Take me back :( @ Hsm Canarios Park Hotel https://t.co/lvNoJfG20f,negative
We r with u :-) http://t.co/mFIfaWQj3H,positive
It's always hard leaving my heart :( I'mo sulk all day today.,negative
Great to attend #DigitalExeter last night and hear some interesting talks on #DigitalMarketing and #SociaMedia :-),positive
Today's Arts and crafts session with Mehtab Aunty :),positive
YES! I Joined #HushedCallWithFraydoe for a call &amp; gift from @_Fraydoe &lt;3 Gotta Get @HushedApp :D http://t.co/VaLVe8omdT,positive
Stats for the day have arrived. 7 new followers and NO unfollowers :) via http://t.co/C6u8lINDwD.,positive
"Just read the #SandraBland story. Thats so scary, hope the truth will be revealed :(",negative
That lonely moment when the only text message you get all day is from your cell phone company. :(,negative
"hey @JoshDevineDrums!:)

check this pictures out and what do you think?:)

notice and follow me please?💕

x http://t.co/iaMFvdRMJb",positive
@TrevvyM114 At work and freezing :(,negative
Please be nice tomorrow weather! Otherwise our picnic is cancelled and I've got 24 cupcakes to eat :-( https://t.co/LGQRwfFTiO,negative
My legs hurt so bad :)))))))))))))))))),positive
@mazt_t @Peter_Fitz @SMHsport thanks SE :),positive
@messiluonel @dragbackfake I only got one month in June :(,negative
@alrightPET enjoy your holiday! :D,positive
@CaptainTabouli :D you are welcome,positive
Getting ready for being a choir member :-),positive
Thanks @TweetsbyHarold he is just amazing. You will have to come and meet him :) @sdchap8,positive
Come on Carlton :(,negative
@bastiani_matteo @sophiescott do you have a link? I missed HBM :(,negative
@LindsayWicker Thanks for the retweet my friend :),positive
Has anyone managed to get an #UberIceCream yet? We keep getting busy messages. I think this is worse than the tube strike :(,negative
@HomeXpertsLeyla fyi the url on your profile doesn't work :(,negative
@misslolitalove that's true :-( it's trying to get rid of Katie Hopkins to no avail,negative
@niggalipsbrina that's what u get for pouring milk first :-)))))))),positive
@KenCageRepo Thanks a bunch :( I hope to get training in to be among you. Hopefully find something.,negative
@NamanGarg26 no immediate plans but hopefully someday in the future :),positive
"@Davealwalker  Hey Dave, I'd like to help! Could you DM me your full address and drop me a tweet once you have please? :) #HaileyHelps",positive
@shiningstarniti r u angry....now m feeling so disappointed..mm...srry.. :(,negative
I'm missing the game :( they'd better show it later,negative
"@osmosisness helloooo! i'm rose, nice to meet you :)",positive
jk im so bored :(( acads scheduled @ 8 what to do nowwww,negative
@scousebabe888 Nice Holiday Honey!!!!!!!!!!!!!! :-) Kisses,positive
@vadervanodin im wearing mine when I dj next fri :-),positive
@Donoxh oh my 😢 my friend of 8 years is helping me :(,negative
@tamitrailscapes have a great weekend Tami and thank you!:)),positive
@LigiaMonroy don't forget to dream about me :),positive
@NicoIrishNews i wish for bloopers :((((,negative
I'm tryna save my money but magcon merch keeps making new shit :((((((,negative
I'm following 73 users who aren't following me back.  :(,negative
@kazonomics @CNBC Man they told me to buy gold all the way down from 1900.. and now they tell me to sell :( ?,negative
AAAAAHHHHHHHH  :(  It Is Only 3 pm And I Feel Like Dying Of Boredom....,negative
@davey_steven and you! Hope it's a great one :),positive
Life itself cannot give you joy unless you really will it. Life just gives you time and space. Its up to you to fill it. :),positive
@TheTwoHalvesAle Good luck...another potential favourite watering hole :-),positive
"YAS. 
Thanks @cm_valladolid for these :) 😊 https://t.co/4rNoGpudcX",positive
@Shenali_t sure will! :)),positive
You´ve got me in chains for your love :´( — a sentir-se incompleta,negative
Bantime: -1 :) #fail2ban,positive
Browse our funny facts if you are bored :) http://t.co/6WLyQMJ2nl,positive
"Match day Bitchessss !!!

Real Madrid vs Man Shitty :D",positive
@LusciousLyndee1 hahaha...and thus...I sneak away to log on to #niteflirt :D,positive
It doesn't affect my theory at all but I'll update the vid tomorrow just so it's made clear :),positive
@nichotine_ but the dress is pretty :(,negative
@PUKENIHORAN awww kiligs TY :(,negative
Thanks #TopNewFollowers @abnerdacon @Ellynedesign @carecontour Happy to connect :),positive
why u so fab :((( @.therese hahahahaha creds @_sheenapadua http://t.co/qcwv8In7jM,negative
Patch :(,negative
Relation full of lies :(,negative
@smiffy Sorry to hear about your dogs :(,negative
Feeling like shit :-),positive
@rachaelhussey same :( working late tonight as well :( x,negative
"Been up since like, 7am and I'm still not tired :( my body needs to stop being a jerk.",negative
@douxVictoriammy hays :(,negative
@Pyarey_Afzal aww thankyou :),positive
"Finally got some time to catch up on games..Wish i could say ""Let the games begin""...sigh*..PS3 isn't working :( http://t.co/nwriRgSq8v",negative
@jackgilinsky You are #3 in Denmark! :D http://t.co/VAeFCWhQfc,positive
really dont wanna go home today :(,negative
"I hate Japanese call him ""bani"" :( :(",negative
I miss the seniors very very much :((,negative
this time in 20 days i'll have my results kms :(,negative
She's so cute :( http://t.co/5gRpttMX8k,negative
"Only one leg on September. So perhaps BB will promote the full album on September :D
http://t.co/ZV1HdZB7Nm",positive
"@jenolixx i hate it, insecurities go away pls :(((",negative
Last full day in London :(,negative
I WANT 🍜🍜🍜🍜🍜 :(((,negative
@FOOLISHTEENLOU fback? :),positive
"@iamAhmadshahzad aameen..:)
Long Live Pakistan..#BleedGreen..✌🏻️",positive
Do you know in average it takes 6 seconds to read this god dam mother fucking tweet.  :),positive
I LIKE PUNS :D http://t.co/jPtWXGc4tg,positive
"@dspdavey Gorgeous, Deborah! Good taste! :) You can use coupon code COLOURDEB for red, purple or blue here:  http://t.co/MXEKsnMvvX Thanks!!",positive
#FollowFriday @Michelploria @MyFrenchCity @jasoncreation for being top new followers in my community this week :),positive
@markbowthai @twomeanyoung it's 6:15pm rn!! And it's currently 70 degrees Fahrenheit!! Which is really warm so it's good :),positive
But T. ______  is mad of us. I think. :( :(,negative
"In #Fallout4 we get to see the Glowing Sea. Again. 

Technically did in Fallout 3. I just played again to see :D http://t.co/zRP17qI0qT",positive
Great way to start the day!  :D http://t.co/N5nOp3FfnX,positive
@Amber_Raynexxx thank you :),positive
cant believe I missed your follow spree today :( @AaronCarpenter,negative
@ElisseJoson miss you so much ate elisse :(( do u still remember me? 😭,negative
Haven't really slept all night :( I'm in a different place where it's a little colder. Hopefully that will help. Took some meds,negative
"Whenever I hear ""Tama!"" I can't help but repeat it in my head with the pabebe warrior saying it :(",negative
@The5BallOver @Radio702 :-( It's not a challenge though. Please check our FB page for entries and rather do a substitution. Thanks!,negative
@TheUwagaPies @SharlaInJapan welcome🐑 :),positive
@chordoverstreet just seen this at uni.. He has more talents :) http://t.co/eNq3XuOPSN,positive
@znclair how's dbn? I miss your ass bruh :(,negative
Great News :) https://t.co/hcqgiRuZ0X,positive
Happy Friday :-) http://t.co/0l6LMN7j45,positive
@PeakYourMind I hope your vacation is going great! :D,positive
what's wrong with me :(,negative
@Errata_0 you can't :(,negative
@coolkidsftnjh fback? :),positive
@sheeraulo94 sure :),positive
"For most of you it is #GoodMorning but for me it is #GoodNight...
#sleeptight for me and #haveagoodday for you!  :)",positive
@ColinHalby Thank you! Can't wait to make the next cover. :),positive
@2turntsav I'm not gonna freak out :::::),positive
Homey :),positive
"@Mburu__ Inter 3 UCL, Arsenal... Small team, Right! :)",positive
@ZedDBA No idea. I have to phone up and arrange. :),positive
Found this little guy at my store. no bigger then a dime. :) http://t.co/Rp4jrbK9eS,positive
@Wichita1771 you awake? :p,positive
@wendyykid ah too bad :(,negative
@rozbabes Here's your invite to become a Scope influencer :) Details here: http://t.co/ipJ2yOiGet,positive
#TGIF unless you're one of my students :) Some light reading http://t.co/XxpxBHC4oH on #singapore #heroes #gp #essay #alevel,positive
"Life Is All About Kutiyapanti :D 
I Love My Life For This :D",positive
"Ugh, I think I'm getting sick. :(",negative
@EHousein nope :) Emirates air line i http://t.co/xVLbWyCN19,positive
@Tsad Close enought ? :),positive
MY kik - abligaverins7 #kik #hornykik #photooftheday #kikchat #likeforlike #indiemusic #sexygirlbypreciouslemmy :( http://t.co/CCr5mIKmMZ,negative
Where is this new Frank Ocean album :( :( :(,negative
@KimKardashian @KendallJenner @KylieJenner @khloekardashian @kourtneykardash Cool..... congrats Kylie!!  U all look so nice    :-),positive
@mrBobbyBones I've been trying to call for 20mins and getting a busy signal! :( I want to request the Yahoo yodel!,negative
I'm gonna buy you~ :) http://t.co/GlcLGTVe0U,positive
should i apply for tomcat? :(,negative
@RiotQuickshot Good man! Shame he no longer has a Cigar though :(,negative
"@jawad_sharief Hi Jawad, how are you today? Thank you for the follow &amp; the retweet! We very much appreciate it :)",positive
"Celebrating life once again. :) #summer #MoreFunInThePhilippines @ Lahos Island, Caramoan Islands https://t.co/Pw7NdlH5d9",positive
